epoch,accuracy,loss,val_accuracy,val_loss,val_macro_f1,val_qwk,learning_rate
0,0.32410117983818054,1.427995204925537,0.2862566411495209,1.5648761987686157,0.18245338662702365,0.15399143499301426,0.0010000000474974513
1,0.34049129486083984,1.3448107242584229,0.3264996111392975,1.414965033531189,0.23484653653137827,0.22200948348150795,0.0010000000474974513
2,0.3418740928173065,1.320252776145935,0.3065679669380188,1.361148715019226,0.2417226509564383,0.24354385729057315,0.0010000000474974513
3,0.3541158139705658,1.3017253875732422,0.43868640065193176,1.187892198562622,0.2895881097206213,0.36671741177377315,9.999999747378752e-05
4,0.3997478485107422,1.2255051136016846,0.264996200799942,1.1585990190505981,0.26128431531228075,0.34073764917329563,9.999999747378752e-05
5,0.389864981174469,1.1815543174743652,0.32858771085739136,1.2771538496017456,0.29821734340162553,0.32225789023226703,9.999999747378752e-05
6,0.42093703150749207,1.1511701345443726,0.36560365557670593,1.3445438146591187,0.2902405657318493,0.3035283036715136,9.999999747378752e-05
