epoch,accuracy,loss,val_accuracy,val_loss,val_macro_f1,val_qwk,learning_rate
0,0.507080078125,1.2250839471817017,0.7222855091094971,0.9455574750900269,0.33112010968772204,0.4042034049250902,0.0010000000474974513
1,0.5379231572151184,1.1538423299789429,0.7234244346618652,0.915052056312561,0.34420424389682586,0.417084915697327,0.0010000000474974513
2,0.5362141728401184,1.1499236822128296,0.7302581667900085,0.9135551452636719,0.35125565535896364,0.43997307335785973,0.0010000000474974513
3,0.5534260869026184,1.1081541776657104,0.7456340193748474,0.7941043376922607,0.3561493800300882,0.4383440199666703,9.999999747378752e-05
4,0.578125,1.0367958545684814,0.7444950938224792,0.8247426152229309,0.3716805714556191,0.4794244349636122,9.999999747378752e-05
5,0.5871174931526184,1.0116006135940552,0.7503796219825745,0.8005697131156921,0.39955448996820075,0.5054101335054215,9.999999747378752e-05
6,0.60205078125,0.9663500785827637,0.7395595908164978,0.8026745915412903,0.3993383938166926,0.5118323448348561,4.999999873689376e-05
